Entity,Code,Year,"Crude marriage rate (marriages per 1,000 people)"
Lithuania,LTU,2014,7.6
Lithuania,LTU,2015,7.6
Lithuania,LTU,2016,7.4
Lithuania,LTU,2017,7.5
Lithuania,LTU,2018,7
Lithuania,LTU,2019,7
Lithuania,LTU,2020,5.5
Luxembourg,LUX,1960,7.1
Luxembourg,LUX,1961,7
Luxembourg,LUX,1962,6.7
Luxembourg,LUX,1963,6.6
Luxembourg,LUX,1964,6.6
Luxembourg,LUX,1965,6.6
Luxembourg,LUX,1966,6.6
Luxembourg,LUX,1967,6.4
Luxembourg,LUX,1968,6.5
Luxembourg,LUX,1969,6.6
Luxembourg,LUX,1970,6.4
Luxembourg,LUX,1971,6.5
Luxembourg,LUX,1972,6.6
Luxembourg,LUX,1973,5.9
Luxembourg,LUX,1974,6.2
Luxembourg,LUX,1975,6.8
Luxembourg,LUX,1976,6.2
Luxembourg,LUX,1977,6.2
Luxembourg,LUX,1978,5.9
Luxembourg,LUX,1979,5.7
Luxembourg,LUX,1980,5.9
Luxembourg,LUX,1981,5.4
Luxembourg,LUX,1982,5.7
Luxembourg,LUX,1983,5.4
Luxembourg,LUX,1984,5.4
Luxembourg,LUX,1985,5.4
Luxembourg,LUX,1986,5.1
Luxembourg,LUX,1987,5.3
Luxembourg,LUX,1988,5.6
Luxembourg,LUX,1989,5.8
Luxembourg,LUX,1990,6.1
Luxembourg,LUX,1991,6.7
Luxembourg,LUX,1992,6.4
Luxembourg,LUX,1993,6
Luxembourg,LUX,1994,5.8
Luxembourg,LUX,1995,5.1
Luxembourg,LUX,1996,5.1
Luxembourg,LUX,1997,4.8
Luxembourg,LUX,1998,4.8
Luxembourg,LUX,1999,4.9
Luxembourg,LUX,2000,4.9
Luxembourg,LUX,2001,4.5
Luxembourg,LUX,2002,4.5
Luxembourg,LUX,2003,4.4
Luxembourg,LUX,2004,4.4
Luxembourg,LUX,2005,4.4
Luxembourg,LUX,2006,4.1
Luxembourg,LUX,2007,4.1
Luxembourg,LUX,2008,3.9
Luxembourg,LUX,2009,3.5
Luxembourg,LUX,2010,3.5
Luxembourg,LUX,2011,3.3
Luxembourg,LUX,2012,3.4
Luxembourg,LUX,2013,3.2
Luxembourg,LUX,2014,3
Luxembourg,LUX,2015,3.6
Luxembourg,LUX,2016,3.2
Luxembourg,LUX,2017,3.2
Luxembourg,LUX,2018,3.1
Luxembourg,LUX,2019,3.5
Luxembourg,LUX,2020,2.9
Malta,MLT,1960,6
Malta,MLT,1961,6
Malta,MLT,1962,5.8
Malta,MLT,1963,6.3
Malta,MLT,1964,6.4
Malta,MLT,1965,6.2
Malta,MLT,1966,6.2
Malta,MLT,1967,6.5
Malta,MLT,1968,7
Malta,MLT,1969,7.2
Malta,MLT,1970,7.9
Malta,MLT,1971,8.9
Malta,MLT,1972,9.7
Malta,MLT,1973,11
Malta,MLT,1974,11.6
Malta,MLT,1975,9.2
Malta,MLT,1976,9.6
Malta,MLT,1977,9.9
Malta,MLT,1978,9.2
Malta,MLT,1979,8.6
Malta,MLT,1980,8.8
Malta,MLT,1981,9
Malta,MLT,1982,8.6
Malta,MLT,1983,8.4
Malta,MLT,1984,8
Malta,MLT,1985,7.6
Malta,MLT,1986,7.7
Malta,MLT,1987,7.1
Malta,MLT,1988,7.3
Malta,MLT,1989,7.1
Malta,MLT,1990,7.1
Malta,MLT,1991,7.1
Malta,MLT,1992,6.6
Malta,MLT,1993,6.8
Malta,MLT,1994,6.7
Malta,MLT,1995,6.1
Malta,MLT,1996,6.2
Malta,MLT,1997,6.4
Malta,MLT,1998,6.5
Malta,MLT,1999,6.4
Malta,MLT,2000,6.7
Malta,MLT,2001,5.6
Malta,MLT,2002,5.7
Malta,MLT,2003,5.9
Malta,MLT,2004,6
Malta,MLT,2005,5.9
Malta,MLT,2006,6.3
Malta,MLT,2007,6.1
Malta,MLT,2008,6.1
Malta,MLT,2009,5.7
Malta,MLT,2010,6.3
Malta,MLT,2011,6.2
Malta,MLT,2012,6.7
Malta,MLT,2013,6.1
Malta,MLT,2014,6.6
Malta,MLT,2015,6.7
Malta,MLT,2016,6.7
Malta,MLT,2017,6.3
Malta,MLT,2018,5.8
Malta,MLT,2019,5.3
Malta,MLT,2020,2.2
Mexico,MEX,1970,7
Mexico,MEX,1980,7.1
Mexico,MEX,1985,7.4
Mexico,MEX,1990,7.4
Mexico,MEX,1991,7.4
Mexico,MEX,1992,7.4
Mexico,MEX,1993,7.2
Mexico,MEX,1994,7.2
Mexico,MEX,1995,7
Mexico,MEX,1996,7
Mexico,MEX,1997,7.3
Mexico,MEX,1998,7.2
Mexico,MEX,1999,7.5
Mexico,MEX,2000,7
Mexico,MEX,2001,6.5
Mexico,MEX,2002,6
Mexico,MEX,2003,5.6
Mexico,MEX,2004,5.7
Mexico,MEX,2005,5.6
Mexico,MEX,2006,5.4
Mexico,MEX,2007,5.4
Mexico,MEX,2008,5.3
Mexico,MEX,2009,5
Mexico,MEX,2010,5
Mexico,MEX,2011,4.9
Mexico,MEX,2012,5
Mexico,MEX,2013,4.9
Mexico,MEX,2014,4.8
Mexico,MEX,2015,4.6
Mexico,MEX,2016,4.4
Mexico,MEX,2017,4.3
Mexico,MEX,2018,4
Mexico,MEX,2019,4
Mexico,MEX,2020,2.6
Netherlands,NLD,1960,7.7
Netherlands,NLD,1961,7.9
Netherlands,NLD,1962,7.9
Netherlands,NLD,1963,7.9
Netherlands,NLD,1964,8.5
Netherlands,NLD,1965,8.8
Netherlands,NLD,1966,9
Netherlands,NLD,1967,9.1
Netherlands,NLD,1968,9.2
Netherlands,NLD,1969,9.1
Netherlands,NLD,1970,9.5
Netherlands,NLD,1971,9.3
Netherlands,NLD,1972,8.8
Netherlands,NLD,1973,8
Netherlands,NLD,1974,8.1
Netherlands,NLD,1975,7.3
Netherlands,NLD,1976,7
Netherlands,NLD,1977,6.7
Netherlands,NLD,1978,6.4
Netherlands,NLD,1979,6.1
Netherlands,NLD,1980,6.4
Netherlands,NLD,1981,6
Netherlands,NLD,1982,5.8
Netherlands,NLD,1983,5.4
Netherlands,NLD,1984,5.6
Netherlands,NLD,1985,5.7
Netherlands,NLD,1986,6
Netherlands,NLD,1987,6
Netherlands,NLD,1988,6
Netherlands,NLD,1989,6.2
Netherlands,NLD,1990,6.5
Netherlands,NLD,1991,6.4
Netherlands,NLD,1992,6.2
Netherlands,NLD,1993,5.8
Netherlands,NLD,1994,5.4
Netherlands,NLD,1995,5.3
Netherlands,NLD,1996,5.5
Netherlands,NLD,1997,5.4
Netherlands,NLD,1998,5.5
Netherlands,NLD,1999,5.7
Netherlands,NLD,2000,5.5
Netherlands,NLD,2001,5
Netherlands,NLD,2002,5.2
Netherlands,NLD,2003,4.9
Netherlands,NLD,2004,4.4
Netherlands,NLD,2005,4.4
Netherlands,NLD,2006,4.4
Netherlands,NLD,2007,4.3
Netherlands,NLD,2008,4.5
Netherlands,NLD,2009,4.4
Netherlands,NLD,2010,4.5
Netherlands,NLD,2011,4.3
Netherlands,NLD,2012,4.2
Netherlands,NLD,2013,3.8
Netherlands,NLD,2014,3.9
Netherlands,NLD,2015,3.8
Netherlands,NLD,2016,3.8
Netherlands,NLD,2017,3.8
Netherlands,NLD,2018,3.7
Netherlands,NLD,2019,3.7
Netherlands,NLD,2020,2.9
New Zealand,NZL,1960,8
New Zealand,NZL,1961,8
New Zealand,NZL,1962,7.9
New Zealand,NZL,1963,7.8
New Zealand,NZL,1964,8
New Zealand,NZL,1965,8.2
New Zealand,NZL,1966,8.6
New Zealand,NZL,1967,8.6
New Zealand,NZL,1968,8.7
New Zealand,NZL,1969,9
New Zealand,NZL,1970,9.2
New Zealand,NZL,1971,9.5
New Zealand,NZL,1972,9.2
New Zealand,NZL,1973,8.8
New Zealand,NZL,1974,8.4
New Zealand,NZL,1975,7.9
New Zealand,NZL,1976,7.7
New Zealand,NZL,1977,7.2
New Zealand,NZL,1978,7.1
New Zealand,NZL,1979,7.1
New Zealand,NZL,1980,7.3
New Zealand,NZL,1981,7.5
New Zealand,NZL,1982,8
New Zealand,NZL,1983,7.7
New Zealand,NZL,1984,7.8
New Zealand,NZL,1985,7.5
New Zealand,NZL,1986,7.3
New Zealand,NZL,1987,7.4
New Zealand,NZL,1988,7.1
New Zealand,NZL,1989,6.8
New Zealand,NZL,1990,6.9
New Zealand,NZL,1991,6.3
New Zealand,NZL,1992,5.9
New Zealand,NZL,1993,5.8
New Zealand,NZL,1994,5.7
New Zealand,NZL,1995,5.6
New Zealand,NZL,1996,5.5
New Zealand,NZL,1997,5.3
New Zealand,NZL,1998,5.3
New Zealand,NZL,1999,5.5
New Zealand,NZL,2000,5.4
New Zealand,NZL,2001,5.1
New Zealand,NZL,2002,5.2
New Zealand,NZL,2003,5.3
New Zealand,NZL,2004,5.1
New Zealand,NZL,2005,5
New Zealand,NZL,2006,5.2
New Zealand,NZL,2007,5.2
New Zealand,NZL,2008,5.2
New Zealand,NZL,2009,5.1
New Zealand,NZL,2010,4.9
New Zealand,NZL,2011,4.7
New Zealand,NZL,2012,4.7
New Zealand,NZL,2013,4.4
New Zealand,NZL,2014,4.4
New Zealand,NZL,2015,4.3
New Zealand,NZL,2016,4.2
New Zealand,NZL,2017,4.3
New Zealand,NZL,2018,4.2
New Zealand,NZL,2019,3.8
New Zealand,NZL,2020,3.3
Norway,NOR,1960,6.6
Norway,NOR,1961,6.7
Norway,NOR,1962,6.6
Norway,NOR,1963,6.6
Norway,NOR,1964,6.8
Norway,NOR,1965,6.5
Norway,NOR,1966,7.4
Norway,NOR,1967,7.7
Norway,NOR,1968,7.7
Norway,NOR,1969,7.7
Norway,NOR,1970,7.6
Norway,NOR,1971,7.6
Norway,NOR,1972,7.3
Norway,NOR,1973,7.1
Norway,NOR,1974,6.9
Norway,NOR,1975,6.5
Norway,NOR,1976,6.3
Norway,NOR,1977,5.9
Norway,NOR,1978,5.8
Norway,NOR,1979,5.7
Norway,NOR,1980,5.4
Norway,NOR,1981,5.4
Norway,NOR,1982,5.3
Norway,NOR,1983,5
Norway,NOR,1984,5
Norway,NOR,1985,4.9
Norway,NOR,1986,4.9
Norway,NOR,1987,5
Norway,NOR,1988,5.2
Norway,NOR,1989,4.9
Norway,NOR,1990,5.2
Norway,NOR,1991,4.7
Norway,NOR,1992,4.5
Norway,NOR,1993,4.5
Norway,NOR,1994,4.8
Norway,NOR,1995,5
Norway,NOR,1996,5.3
Norway,NOR,1997,5.4
Norway,NOR,1998,5.3
Norway,NOR,1999,5.3
Norway,NOR,2000,5
Norway,NOR,2001,4.4
Norway,NOR,2002,4.5
Norway,NOR,2003,4.9
Norway,NOR,2004,4.1
Norway,NOR,2005,4.8
Norway,NOR,2006,4.7
Norway,NOR,2007,5
Norway,NOR,2008,5.3
Norway,NOR,2009,5
Norway,NOR,2010,4.8
Norway,NOR,2011,4.6
Norway,NOR,2012,4.8
Norway,NOR,2013,4.7
Norway,NOR,2014,4.6
Norway,NOR,2015,4.5
Norway,NOR,2016,4.5
Norway,NOR,2017,4.4
Norway,NOR,2018,4.3
Norway,NOR,2019,4
Norway,NOR,2020,3.3
Poland,POL,1960,8.2
Poland,POL,1961,7.9
Poland,POL,1962,7.5
Poland,POL,1963,7.2
Poland,POL,1964,7.4
Poland,POL,1965,6.4
Poland,POL,1966,7.1
Poland,POL,1967,7.4
Poland,POL,1968,8
Poland,POL,1969,8.3
Poland,POL,1970,8.6
Poland,POL,1971,8.9
Poland,POL,1972,9.3
Poland,POL,1973,9.4
Poland,POL,1974,9.5
Poland,POL,1975,9.7
Poland,POL,1976,9.5
Poland,POL,1977,9.4
Poland,POL,1978,9.4
Poland,POL,1979,9
Poland,POL,1980,8.6
Poland,POL,1981,9
Poland,POL,1982,8.7
Poland,POL,1983,8.4
Poland,POL,1984,7.7
Poland,POL,1985,7.2
Poland,POL,1986,6.9
Poland,POL,1987,6.7
Poland,POL,1988,6.5
Poland,POL,1989,6.7
Poland,POL,1990,6.7
Poland,POL,1991,6.1
Poland,POL,1992,5.7
Poland,POL,1993,5.4
Poland,POL,1994,5.4
Poland,POL,1995,5.4
Poland,POL,1996,5.3
Poland,POL,1997,5.3
Poland,POL,1998,5.4
Poland,POL,1999,5.7
Poland,POL,2000,5.5
Poland,POL,2001,5.1
Poland,POL,2002,5
Poland,POL,2003,5.1
Poland,POL,2004,5
Poland,POL,2005,5.4
Poland,POL,2006,5.9
Poland,POL,2007,6.5
Poland,POL,2008,6.8
Poland,POL,2009,6.6
Poland,POL,2010,6
Poland,POL,2011,5.4
Poland,POL,2012,5.4
Poland,POL,2013,4.7
Poland,POL,2014,5
Poland,POL,2015,5
Poland,POL,2016,5.1
Poland,POL,2017,5.1
Poland,POL,2018,5.1
Poland,POL,2019,4.8
Poland,POL,2020,3.8
Portugal,PRT,1960,7.8
Portugal,PRT,1961,8.8
Portugal,PRT,1962,7.9
Portugal,PRT,1963,7.9
Portugal,PRT,1964,8.1
Portugal,PRT,1965,8.4
Portugal,PRT,1966,8.6
Portugal,PRT,1967,8.9
Portugal,PRT,1968,8.7
Portugal,PRT,1969,9
Portugal,PRT,1970,9.4
Portugal,PRT,1971,9.7
Portugal,PRT,1972,9
Portugal,PRT,1973,9.8
Portugal,PRT,1974,9.3
Portugal,PRT,1975,11.3
Portugal,PRT,1976,10.9
Portugal,PRT,1977,9.7
Portugal,PRT,1978,8.5
Portugal,PRT,1979,8.3
Portugal,PRT,1980,7.4
Portugal,PRT,1981,7.7
Portugal,PRT,1982,7.4
Portugal,PRT,1983,7.5
Portugal,PRT,1984,7
Portugal,PRT,1985,6.8
Portugal,PRT,1986,6.9
Portugal,PRT,1987,7.1
Portugal,PRT,1988,7.1
Portugal,PRT,1989,7.3
Portugal,PRT,1990,7.2
Portugal,PRT,1991,7.2
Portugal,PRT,1992,7
Portugal,PRT,1993,6.8
Portugal,PRT,1994,6.6
Portugal,PRT,1995,6.6
Portugal,PRT,1996,6.3
Portugal,PRT,1997,6.5
Portugal,PRT,1998,6.6
Portugal,PRT,1999,6.7
Portugal,PRT,2000,6.2
Portugal,PRT,2001,5.6
Portugal,PRT,2002,5.4
Portugal,PRT,2003,5.1
Portugal,PRT,2004,4.7
Portugal,PRT,2005,4.6
Portugal,PRT,2006,4.5
Portugal,PRT,2007,4.4
Portugal,PRT,2008,4.1
Portugal,PRT,2009,3.8
Portugal,PRT,2010,3.8
Portugal,PRT,2011,3.4
Portugal,PRT,2012,3.3
Portugal,PRT,2013,3.1
Portugal,PRT,2014,3
Portugal,PRT,2015,3.1
Portugal,PRT,2016,3.1
Portugal,PRT,2017,3.3
Portugal,PRT,2018,3.4
Portugal,PRT,2019,3.2
Portugal,PRT,2020,1.8
Romania,ROU,1960,10.7
Romania,ROU,1961,9.7
Romania,ROU,1962,9.9
Romania,ROU,1963,9.3
Romania,ROU,1964,9
Romania,ROU,1965,8.6
Romania,ROU,1966,8.9
Romania,ROU,1967,7.9
Romania,ROU,1968,7.4
Romania,ROU,1969,7
Romania,ROU,1970,7.2
Romania,ROU,1971,7.3
Romania,ROU,1972,7.6
Romania,ROU,1973,8.2
Romania,ROU,1974,8.3
Romania,ROU,1975,8.8
Romania,ROU,1976,9.1
Romania,ROU,1977,9.2
Romania,ROU,1978,9.2
Romania,ROU,1979,9
Romania,ROU,1980,8.2
Romania,ROU,1981,8.2
Romania,ROU,1982,7.7
Romania,ROU,1983,7.3
Romania,ROU,1984,7.2
Romania,ROU,1985,7.1
Romania,ROU,1986,7.3
Romania,ROU,1987,7.3
Romania,ROU,1988,7.5
Romania,ROU,1989,7.7
Romania,ROU,1990,8.3
Romania,ROU,1991,8
Romania,ROU,1992,7.7
Romania,ROU,1993,7.1
Romania,ROU,1994,6.8
Romania,ROU,1995,6.8
Romania,ROU,1996,6.6
Romania,ROU,1997,6.5
Romania,ROU,1998,6.5
Romania,ROU,1999,6.2
Romania,ROU,2000,6.1
Romania,ROU,2001,5.9
Romania,ROU,2002,5.9
Romania,ROU,2003,6.2
Romania,ROU,2004,6.7
Romania,ROU,2005,6.7
Romania,ROU,2006,6.9
Romania,ROU,2007,9.1
Romania,ROU,2008,7.3
Romania,ROU,2009,6.6
Romania,ROU,2010,5.7
Romania,ROU,2011,5.2
Romania,ROU,2012,5.4
Romania,ROU,2013,5.4
Romania,ROU,2014,5.9
Romania,ROU,2015,6.3
Romania,ROU,2016,6.8
Romania,ROU,2017,7.3
Romania,ROU,2018,7.4
Romania,ROU,2019,6.6
Romania,ROU,2020,4.2
Russia,RUS,2010,8.5
Russia,RUS,2011,9.2
Russia,RUS,2012,8.5
Russia,RUS,2013,8.5
Slovakia,SVK,1960,7.9
Slovakia,SVK,1961,7.5
Slovakia,SVK,1962,7.2
Slovakia,SVK,1963,7.2
Slovakia,SVK,1964,7
Slovakia,SVK,1965,7
Slovakia,SVK,1966,7
Slovakia,SVK,1967,7.6
Slovakia,SVK,1968,7.5
Slovakia,SVK,1969,7.7
Slovakia,SVK,1970,7.9
Slovakia,SVK,1971,8.4
Slovakia,SVK,1972,8.7
Slovakia,SVK,1973,9
Slovakia,SVK,1974,9
Slovakia,SVK,1975,9.2
Slovakia,SVK,1976,9.2
Slovakia,SVK,1977,9.2
Slovakia,SVK,1978,9
Slovakia,SVK,1979,8.6
Slovakia,SVK,1980,7.9
Slovakia,SVK,1981,7.8
Slovakia,SVK,1982,8
Slovakia,SVK,1983,7.9
Slovakia,SVK,1984,7.7
Slovakia,SVK,1985,7.5
Slovakia,SVK,1986,7.4
Slovakia,SVK,1987,7.4
Slovakia,SVK,1988,7.1
Slovakia,SVK,1989,6.9
Slovakia,SVK,1990,7.6
Slovakia,SVK,1991,6.2
Slovakia,SVK,1992,6.4
Slovakia,SVK,1993,5.8
Slovakia,SVK,1994,5.3
Slovakia,SVK,1995,5.1
Slovakia,SVK,1996,5.1
Slovakia,SVK,1997,5.2
Slovakia,SVK,1998,5.1
Slovakia,SVK,1999,5.1
Slovakia,SVK,2000,4.8
Slovakia,SVK,2001,4.4
Slovakia,SVK,2002,4.7
Slovakia,SVK,2003,4.8
Slovakia,SVK,2004,5.2
Slovakia,SVK,2005,4.9
Slovakia,SVK,2006,4.8
Slovakia,SVK,2007,5.1
Slovakia,SVK,2008,5.3
Slovakia,SVK,2009,4.9
Slovakia,SVK,2010,4.7
Slovakia,SVK,2011,4.7
Slovakia,SVK,2012,4.8
Slovakia,SVK,2013,4.7
Slovakia,SVK,2014,4.9
Slovakia,SVK,2015,5.3
Slovakia,SVK,2016,5.5
Slovakia,SVK,2017,5.8
Slovakia,SVK,2018,5.7
Slovakia,SVK,2019,5.4
Slovakia,SVK,2020,4.4
Slovenia,SVN,1960,8.8
Slovenia,SVN,1961,9.1
Slovenia,SVN,1962,9.1
Slovenia,SVN,1963,8.8
Slovenia,SVN,1964,9
Slovenia,SVN,1965,9.2
Slovenia,SVN,1966,8.6
Slovenia,SVN,1967,8.3
Slovenia,SVN,1968,8.2
Slovenia,SVN,1969,8.2
Slovenia,SVN,1970,8.3
Slovenia,SVN,1971,8.2
Slovenia,SVN,1972,9
Slovenia,SVN,1973,8.9
Slovenia,SVN,1974,8.7
Slovenia,SVN,1975,8.6
Slovenia,SVN,1976,8.3
Slovenia,SVN,1977,8.2
Slovenia,SVN,1978,8.4
Slovenia,SVN,1979,7.6
Slovenia,SVN,1980,6.5
Slovenia,SVN,1981,6.4
Slovenia,SVN,1982,6.1
Slovenia,SVN,1983,6.2
Slovenia,SVN,1984,5.9
Slovenia,SVN,1985,5.4
Slovenia,SVN,1986,5.4
Slovenia,SVN,1987,5.2
Slovenia,SVN,1988,4.6
Slovenia,SVN,1989,4.9
Slovenia,SVN,1990,4.3
Slovenia,SVN,1991,4.1
Slovenia,SVN,1992,4.6
Slovenia,SVN,1993,4.5
Slovenia,SVN,1994,4.2
Slovenia,SVN,1995,4.1
Slovenia,SVN,1996,3.8
Slovenia,SVN,1997,3.8
Slovenia,SVN,1998,3.8
Slovenia,SVN,1999,3.9
Slovenia,SVN,2000,3.6
Slovenia,SVN,2001,3.5
Slovenia,SVN,2002,3.5
Slovenia,SVN,2003,3.4
Slovenia,SVN,2004,3.3
Slovenia,SVN,2005,2.9
Slovenia,SVN,2006,3.2
Slovenia,SVN,2007,3.2
Slovenia,SVN,2008,3.3
Slovenia,SVN,2009,3.2
Slovenia,SVN,2010,3.2
Slovenia,SVN,2011,3.2
Slovenia,SVN,2012,3.4
Slovenia,SVN,2013,3
Slovenia,SVN,2014,3.2
Slovenia,SVN,2015,3.1
Slovenia,SVN,2016,3.2
Slovenia,SVN,2017,3.1
Slovenia,SVN,2018,3.5
Slovenia,SVN,2019,3.2
Slovenia,SVN,2020,2.5
South Korea,KOR,1970,9.2
South Korea,KOR,1971,7.3
South Korea,KOR,1972,7.3
South Korea,KOR,1973,7.6
South Korea,KOR,1974,7.5
South Korea,KOR,1975,8
South Korea,KOR,1976,8
South Korea,KOR,1977,8.3
South Korea,KOR,1978,9.3
South Korea,KOR,1979,9.4
South Korea,KOR,1980,10.6
South Korea,KOR,1981,10.5
South Korea,KOR,1982,9.9
South Korea,KOR,1983,10.3
South Korea,KOR,1984,9.5
South Korea,KOR,1985,9.4
South Korea,KOR,1986,9.5
South Korea,KOR,1987,9.4
South Korea,KOR,1988,9.8
South Korea,KOR,1989,9.7
South Korea,KOR,1990,9.3
South Korea,KOR,1991,9.6
South Korea,KOR,1992,9.6
South Korea,KOR,1993,9
South Korea,KOR,1994,8.7
South Korea,KOR,1995,8.7
South Korea,KOR,1996,9.4
South Korea,KOR,1997,8.4
South Korea,KOR,1998,8
South Korea,KOR,1999,7.6
South Korea,KOR,2000,7
South Korea,KOR,2001,6.7
South Korea,KOR,2002,6.3
South Korea,KOR,2003,6.3
South Korea,KOR,2004,6.4
South Korea,KOR,2005,6.5
South Korea,KOR,2006,6.8
South Korea,KOR,2007,7
South Korea,KOR,2008,6.6
South Korea,KOR,2009,6.2
South Korea,KOR,2010,6.5
South Korea,KOR,2011,6.6
South Korea,KOR,2012,6.5
South Korea,KOR,2013,6.4
South Korea,KOR,2014,6
South Korea,KOR,2015,5.9
South Korea,KOR,2016,5.5
South Korea,KOR,2017,5.2
South Korea,KOR,2018,5
South Korea,KOR,2019,4.7
South Korea,KOR,2020,4.2
Spain,ESP,1960,7.8
Spain,ESP,1961,7.7
Spain,ESP,1962,7.6
Spain,ESP,1963,7.6
Spain,ESP,1964,7.4
Spain,ESP,1965,7.1
Spain,ESP,1966,7.1
Spain,ESP,1967,7.1
Spain,ESP,1968,7
Spain,ESP,1969,7.2
Spain,ESP,1970,7.3
Spain,ESP,1971,7.4
Spain,ESP,1972,7.6
Spain,ESP,1973,7.7
Spain,ESP,1974,7.6
Spain,ESP,1975,7.6
Spain,ESP,1976,7.3
Spain,ESP,1977,7.2
Spain,ESP,1978,7
Spain,ESP,1979,6.6
Spain,ESP,1980,5.9
Spain,ESP,1981,5.4
Spain,ESP,1982,5.1
Spain,ESP,1983,5.1
Spain,ESP,1984,5.2
Spain,ESP,1985,5.2
Spain,ESP,1986,5.4
Spain,ESP,1987,5.6
Spain,ESP,1988,5.7
Spain,ESP,1989,5.7
Spain,ESP,1990,5.7
Spain,ESP,1991,5.6
Spain,ESP,1992,5.6
Spain,ESP,1993,5.1
Spain,ESP,1994,5.1
Spain,ESP,1995,5.1
Spain,ESP,1996,4.9
Spain,ESP,1997,5
Spain,ESP,1998,5.2
Spain,ESP,1999,5.2
Spain,ESP,2000,5.4
Spain,ESP,2001,5.1
Spain,ESP,2002,5.1
Spain,ESP,2003,5
Spain,ESP,2004,5
Spain,ESP,2005,4.7
Spain,ESP,2006,4.5
Spain,ESP,2007,4.4
Spain,ESP,2008,4.2
Spain,ESP,2009,3.7
Spain,ESP,2010,3.6
Spain,ESP,2011,3.4
Spain,ESP,2012,3.5
Spain,ESP,2013,3.3
Spain,ESP,2014,3.4
Spain,ESP,2015,3.6
Spain,ESP,2016,3.7
Spain,ESP,2017,3.7
Spain,ESP,2018,3.5
Spain,ESP,2019,3.5
Spain,ESP,2020,1.9
Sweden,SWE,1960,6.7
Sweden,SWE,1961,7
Sweden,SWE,1962,7.1
Sweden,SWE,1963,7
Sweden,SWE,1964,7.6
Sweden,SWE,1965,7.8
Sweden,SWE,1966,7.8
Sweden,SWE,1967,7.2
Sweden,SWE,1968,6.6
Sweden,SWE,1969,6.1
Sweden,SWE,1970,5.4
Sweden,SWE,1971,4.9
Sweden,SWE,1972,4.8
Sweden,SWE,1973,4.7
Sweden,SWE,1974,5.5
Sweden,SWE,1975,5.4
Sweden,SWE,1976,5.4
Sweden,SWE,1977,4.9
Sweden,SWE,1978,4.6
Sweden,SWE,1979,4.5
Sweden,SWE,1980,4.5
Sweden,SWE,1981,4.5
Sweden,SWE,1982,4.5
Sweden,SWE,1983,4.3
Sweden,SWE,1984,4.4
Sweden,SWE,1985,4.6
Sweden,SWE,1986,4.6
Sweden,SWE,1987,4.9
Sweden,SWE,1988,5.2
Sweden,SWE,1989,12.8
Sweden,SWE,1990,4.7
Sweden,SWE,1991,4.3
Sweden,SWE,1992,4.3
Sweden,SWE,1993,3.9
Sweden,SWE,1994,3.9
Sweden,SWE,1996,3.8
Sweden,SWE,1997,3.7
Sweden,SWE,1998,3.6
Sweden,SWE,1999,4
Sweden,SWE,2000,4.5
Sweden,SWE,2001,4
Sweden,SWE,2002,4.3
Sweden,SWE,2003,4.4
Sweden,SWE,2004,4.8
Sweden,SWE,2005,4.9
Sweden,SWE,2006,5
Sweden,SWE,2008,5.5
Sweden,SWE,2009,5.1
Sweden,SWE,2010,5.3
Sweden,SWE,2011,5
Sweden,SWE,2012,5.3
Sweden,SWE,2013,5.4
Sweden,SWE,2014,5.5
Sweden,SWE,2015,5.3
Sweden,SWE,2016,5.4
Sweden,SWE,2017,5.2
Sweden,SWE,2018,5
Sweden,SWE,2019,4.7
Sweden,SWE,2020,3.6
Switzerland,CHE,1960,7.8
Switzerland,CHE,1961,7.8
Switzerland,CHE,1962,8
Switzerland,CHE,1963,7.7
Switzerland,CHE,1964,7.6
Switzerland,CHE,1965,7.7
Switzerland,CHE,1966,7.5
Switzerland,CHE,1967,7.6
Switzerland,CHE,1968,7.5
Switzerland,CHE,1969,7.6
Switzerland,CHE,1970,7.6
Switzerland,CHE,1971,7.2
Switzerland,CHE,1972,6.9
Switzerland,CHE,1973,6.5
Switzerland,CHE,1974,6.1
Switzerland,CHE,1975,5.6
Switzerland,CHE,1976,5.1
Switzerland,CHE,1977,5.3
Switzerland,CHE,1978,5.1
Switzerland,CHE,1979,5.4
Switzerland,CHE,1980,5.7
Switzerland,CHE,1981,5.6
Switzerland,CHE,1982,5.8
Switzerland,CHE,1983,5.9
Switzerland,CHE,1984,6
Switzerland,CHE,1985,6
Switzerland,CHE,1986,6.2
Switzerland,CHE,1987,6.6
Switzerland,CHE,1988,6.9
Switzerland,CHE,1989,6.8
Switzerland,CHE,1990,6.9
Switzerland,CHE,1991,7
Switzerland,CHE,1992,6.6
Switzerland,CHE,1993,6.2
Switzerland,CHE,1994,6.1
Switzerland,CHE,1995,5.8
Switzerland,CHE,1996,5.7
Switzerland,CHE,1997,5.5
Switzerland,CHE,1998,5.4
Switzerland,CHE,1999,5.7
Switzerland,CHE,2000,5.5
Switzerland,CHE,2001,5
Switzerland,CHE,2002,5.5
Switzerland,CHE,2003,5.5
Switzerland,CHE,2004,5.3
Switzerland,CHE,2005,5.4
Switzerland,CHE,2006,5.3
Switzerland,CHE,2007,5.3
Switzerland,CHE,2008,5.4
Switzerland,CHE,2009,5.4
Switzerland,CHE,2010,5.5
Switzerland,CHE,2011,5.3
Switzerland,CHE,2012,5.3
Switzerland,CHE,2013,4.9
Switzerland,CHE,2014,5.1
